item,itemLabel,position,positionLabel,start,psid
Q101436759,Edgar Montaño Rojas,Q110419037,"Minister of Public Works, Services, and Housing",2020-11-09,Q101436759-7A84B5CA-6EBE-4C43-9867-8E9D0C4A31C6
Q101466811,Iván Lima Magne,Q110419019,Minister of Justice and Institutional Transparency (Bolivia),2020-11-09,Q101466811-AEB9A2CE-ECEC-4B2C-9EDE-78646B841F28
Q102116482,Rogelio Mayta,Q5070783,Foreign Minister of Bolivia,2020-11-09,Q102116482-D0D5EF4C-779C-4E8E-B345-9A6A496EB997
Q102304997,María Nela Prada,Q110419013,Minister of the Presidency,2020-11-09,Q102304997-D8604C25-5321-4508-BDE0-A5031F1134A8
Q104019011,Sabina Orellana,Q110419023,"Minister of Cultures, Decolonization and Depatriarchalization",2020-11-20,Q104019011-AEF87078-D6AC-4352-94F3-FD610324E6C7
Q104804128,Carlos del Castillo,Q110419015,Minister of Government,2020-11-09,Q104804128-6E5EF479-EA3E-4623-920B-6D3454A772D7
Q106319757,Jeyson Auza,Q110419285,Minister of Health and Sports,2021-01-16,Q106319757-F5474C6F-D3BE-4085-BCE0-C3311E39BF65
Q106577025,Remmy Gonzáles,Q110419022,Minister of Rural Development and Lands,2021-04-20,Q106577025-E33FAC08-DEF2-4242-ABEC-0EC578E76CAF
Q109655518,Edgar Pary,Q110419069,Minister of Education,2021-11-19,Q109655518-E3D19F3F-E44E-41D4-BDCD-CE0432DE7B6A
Q110419343,Gabriela Mendoza,Q110419057,Minister of Development Planning,2020-11-09,Q110419343-B9532EE1-FD01-4DBF-9066-237EF874F9D1
Q110419344,Marcelo Montenegro,Q110419018,Minister of Economy and Public Finance,2020-11-09,Q110419344-FD7E7BF8-2A83-48D6-9329-044E0814A38C
Q110419345,Néstor Huanca Chura,Q110419042,Minister of Productive Development and the Plural Economy,2020-11-09,Q110419345-57D31DEA-58B0-4559-8342-740A4AACA4D4
Q110419347,Ramiro Villavicencio,Q110419034,Minister of Mining and Metallurgy,2020-11-09,Q110419347-4DD1A54C-0DA8-40BC-AA1A-94868E1C59E8
Q110419348,Verónica Navia Tejada,Q110419021,"Minister of Work, Employment, and Social Security",2020-11-09,Q110419348-A88DA94A-5CB8-4591-89FE-21A8A47F7CF9
Q110419349,Juan Santos Cruz,Q110419068,Minister of Environment and Water (Bolivia),2020-11-09,Q110419349-34A8E606-F4E5-4657-8DBF-F63BA67ABEB3
Q110419351,Franklin Molina Ortiz,Q110419308,Minister of Hydrocarbons and Energies,2020-11-19,Q110419351-3858FCC5-C342-4B63-AD28-D8CE9C8E8FB1
Q16149892,Luis Arce,Q373548,president of Bolivia,2020-11-08,Q16149892-0890ffca-46e9-ed9f-3dc2-937fcd3ff11e
Q5339974,Edmundo Novillo,Q110419027,Minister of Defence of Bolivia,2020-11-09,Q5339974-57331CD6-8D8B-4F34-9B00-CFA007CB9199
Q58136,David Choquehuanca,Q7925039,Vice President of Bolivia,2020-11-08,Q58136-64987943-C4DF-40AB-A3E2-F9D2FF1781E7
